para_id,essay_id,para_text,adu_spans,ac_types,ac_rel_pairs,ac_rel_types,dataset_type,para_types
665,851,"<para-body> <ac> With increased and onerous liability for making calls and sending letters to debtors , creditors and debt buyers have had little option but to file suit rather than repeatedly attempt to contact an uncooperative or uncommunicative debtor . </ac> <ac> Most complaints provide adequate and identifying information about the debt . </ac> <ac> In my experience , most debtors don ' t feel taken advantage of by lawsuits , </ac> <ac> they simply understand they owe the debt </ac> <ac> so there is little point in filing an answer or taking time to appear in court . </ac> <ac> In fact , the vast majority never respond to a Federal Law letter inviting them to dispute the debt . </ac> <ac> Filing suits and appearing in court is expensive and time consuming for creditors and debt buyer , </ac> <ac> but there is little alternative , </ac> <ac> nor should there be </ac> <ac> as these matters have always been governed appropriately by State law and State judges . </ac> <ac> and the US is a credit ecomony </ac> <ac> over 70 % of our economy is based on consumer spending which comes mainly from credit extensions and not consumers pay increases ) , </ac> <ac> there are simply more defaults , </ac> <ac> particularly in a Great Recession . </ac> <ac> Any heavy handed Federal regulation will hamper and restrict credit granting and debt buying , </ac> <ac> both of which are needed by the economy and the credit industry . </ac> <ac> While credit grantors should should make their documentation retention systems more accessible and share more documents upon a sale of accounts , </ac> <ac> a lack of documentation should not hamper State court lawsuits when a debtor offers no dispute so long as the account is adequately identified in a complaint . </ac> <ac> In Michigan , efforts to "" make it more likely that consumers would defend themselves "" have fell very flat for the reasons mentioned above . </ac> <ac> As it has always been , the protections are in place and are used by those debtors that wish to avail themselves of them . </ac> <ac> Judges are there to listen . </ac> <ac> However , most debtors ( bless them ) understand they simply owe the debt . </ac> </para-body>","[(1, 40), (41, 53), (54, 71), (72, 80), (81, 99), (100, 121), (122, 140), (141, 148), (149, 154), (155, 171), (172, 180), (181, 206), (207, 214), (215, 222), (223, 239), (240, 254), (255, 278), (279, 308), (309, 336), (337, 363), (364, 371), (372, 388)]","['value', 'value', 'value', 'value', 'value', 'fact', 'fact', 'value', 'policy', 'value', 'value', 'fact', 'value', 'value', 'value', 'value', 'policy', 'policy', 'value', 'value', 'value', 'value']","[(2, 3), (4, 2), (4, 3), (5, 6), (8, 9), (10, 11)]","['reason', 'reason', 'reason', 'reason', 'reason', 'reason']",test,body
666,854,"<para-body> <ac> When we did it , it was agreed that any 3rd party communication outside SOL at any point was a potential violation of the FDCPA . </ac> <ac> Since 3rd party debt collectors are required to be truthful at all times , </ac> <ac> they cannot say ' we are attempting to collect a debt ' if they are time - barred from collecting the debt . </ac> <ac> We were the meanest , nastiest , most aggressive in the multi - state area at that time , </ac> <ac> and this was the stance . </ac> <ac> Suggestion is clarify that time - barred debts are time - barred for the 3rd party as well , and cannot be collected , attempted to be collected , or bought / sold . </ac> </para-body>","[(1, 28), (29, 44), (45, 69), (70, 90), (91, 98), (99, 134)]","['testimony', 'fact', 'value', 'value', 'testimony', 'policy']","[(2, 1)]",['reason'],test,body
667,860,"<para-body> <ac> A contractor who did work unlicensed was able to file bogus claims against both me and my wife amounting to double the original bid price . </ac> <ac> there was no court action . </ac> <ac> I managed to get rid of the debt collector </ac> <ac> but there seems nothing I could do to stop another contractor doing the same thing . </ac> <ac> There should be a penalty for the people filing the false debt . </ac> <ac> The amount in question was almost $ 10 , 000 </ac> </para-body>","[(1, 28), (29, 36), (37, 47), (48, 65), (66, 80), (81, 92)]","['testimony', 'testimony', 'testimony', 'value', 'policy', 'testimony']","[(4, 2)]",['reason'],test,body
668,861,"<para-body> <ac> I do not think that answering 97 % of the calls from an automated dialer within two seconds is a solution to my problem . </ac> <ac> I would like for Mr . Dan to explain exactly what the safeguards of using a robo dialer are . </ac> <ac> From my perspective as a frequent recipient of robo calls from debt collectors , the problem is a lack of ownership and impersonality of the collection agency when the debt is not assigned to one collector to handle . </ac> <ac> Years ago when a collector would call me , it would always be the same person . Now it is not . </ac> <ac> Assign the debt to one collector who would then take full responsibility for making all contacts with the alleged debtor . </ac> <ac> This could even include acquisition of location information . </ac> </para-body>","[(1, 27), (28, 49), (50, 90), (91, 114), (115, 137), (138, 148)]","['value', 'value', 'value', 'testimony', 'policy', 'value']","[(0, 2), (4, 3)]","['reason', 'reason']",test,body
669,869,<para-body> <ac> Verifying the debt by the collector is a must . </ac> <ac> I had an instance where the bill was sent to wrong address . After 6 months I got a call reg the debt . They mentioned only the amount and the service provider . when service provider was contacted they said already it is on collection and we ' re not helpful . i asked them to send the Bill to pay it off . Only more calls from collector started . After almost 6 / 7 requests to the collector the bill detail was sent . On verification with my bank statement I found out that the amount had been paid . When confronted both the collector and service provider did not bother to apologize for the mistake . It is a case of non verification . </ac> </para-body>,"[(1, 12), (13, 142)]","['policy', 'value']","[(0, 1)]",['reason'],test,body
670,886,"<para-body> <ac> Keep in mind that there are businesses or entities that allow people to receive credit for things they do not have money for at the moment . </ac> <ac> The business or entity , in good faith , extends credit to the consumer with the intent to receive payment at a later date . </ac> <ac> The business or entity was provided contact information by the consumer that it will use to collect or pass along to a collection agency to use to collect . </ac> <ac> The consumer can list whatever numbers or information they want </ac> <ac> and the business or entity must consider it to be truthful . </ac> <ac> Often the only way to determine if the information is accurate is to make a phone call . </ac> <ac> I ' ve received these calls myself . </ac> <ac> Depending on how much debt and how many business or entities have extended credit may be a factor on how often third parties are contacted . </ac> <ac> I do believe that collection agencies that violate the law are not good for anyone . </ac> <ac> However , I pay my bills </ac> <ac> and would expect that everyone should be responsible for paying their bills . </ac> <ac> Much of the discussion has nothing to do with weather the bill is owed but how the contact was made . </ac> </para-body>","[(1, 29), (30, 56), (57, 87), (88, 99), (100, 113), (114, 133), (134, 143), (144, 171), (172, 189), (190, 197), (198, 212), (213, 235)]","['fact', 'fact', 'fact', 'fact', 'policy', 'value', 'testimony', 'value', 'value', 'testimony', 'value', 'value']","[(0, 1)]",['reason'],test,body
671,890,"<para-body> <ac> I have had my cell phone number for 4 1 / 2 years ; </ac> <ac> the previous owner of my number had a student loan debt . . . . </ac> <ac> I cannot get collection agencies to stop calling me ! </ac> <ac> Every time I emphatically tell them I ' m not the person in question </ac> <ac> and the person dutifully "" takes me off the list "" . </ac> <ac> But in another few months I hear from them ( or probably a collector who bought the list ) all over again . </ac> <ac> I ' m familiar with the FDCPA , </ac> <ac> but I don ' t think it currently provides a practical solution for me . </ac> </para-body>","[(1, 16), (17, 33), (34, 45), (46, 61), (62, 75), (76, 100), (101, 110), (111, 127)]","['testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'value']","[(4, 3)]",['reason'],test,body
672,929,"<para-body> <ac> The current penalty for violating the FDCPA is "" not less than $ 100 and up to $ 1000 . "" </ac> <ac> Further , the violations cannot be "" stacked "" </ac> <ac> so those violating the law 10 times on one debt , will generally only face the maximum of a $ 1000 penalty . </ac> <ac> Punitive damages are hard to prove . </ac> <ac> A $ 1000 penalty is not a deterrent to the debt collection industry , and too low to get most attorney ' s interest is taking these cases . </ac> <ac> If we want to see the law upheld , raise the penalty to $ 10 , 000 per violation </ac> <ac> and you ' ll see most of these characters clean up their act and stop using abusive collection tactics . </ac> </para-body>","[(1, 23), (24, 34), (35, 59), (60, 68), (69, 99), (100, 120), (121, 142)]","['fact', 'fact', 'value', 'value', 'value', 'policy', 'value']","[(2, 1), (5, 4), (5, 6)]","['reason', 'reason', 'reason']",test,body
673,932,"<para-body> <ac> The contractor was just able to make up an invoice and send it to the collection agency . At the time legal action was being pursued against the contractor </ac> <ac> and we then had to deal with collection agencies aswell as a unlicensed contractor . </ac> <ac> So in answer to your question , I dont think it would have made much difference </ac> <ac> as it appears that an invoice is sufficient grounds to file a claim </ac> </para-body>","[(1, 31), (32, 48), (49, 66), (67, 81)]","['testimony', 'testimony', 'value', 'value']","[(2, 3), (3, 0), (2, 0)]","['reason', 'reason', 'reason']",test,body
674,947,"<para-body> <ac> If you have a standing complaint with a company ' s mishandling of your account and / or complaints with any federally recognized oversight bureau , like CFPB , a company should be required to resolve the dispute before prosecuting what they define as a breach of debt . </ac> <ac> Banks and companies should not be allowed to try to prosecute over "" missed "" payments that were erroneously processed by them . </ac> <ac> Especially when evidence has been provided to the contrary and disputes are on file . </ac> <ac> Continuing to place the burden of proof on the consumer is onerous and prohibitive for many consumers . </ac> <ac> I personally had a problem with a mortgage company and the amount of my time it took to get the problem resolved was worth 20 % of the original principal amount . </ac> <ac> If a consumer complaint is on file , the company should be burdened with disproving the consumer complaint before prosecuting . </ac> <ac> They have both the financial and personnel resources to do so , whereas a consumer usually does not . </ac> <ac> Otherwise , why wouldn ' t they continue to bully and defraud consumers to boost bottom line profits ? </ac> </para-body>","[(1, 51), (52, 76), (77, 93), (94, 113), (114, 147), (148, 170), (171, 191), (192, 212)]","['policy', 'policy', 'value', 'value', 'value', 'policy', 'value', 'value']","[(3, 4), (5, 6), (6, 7), (5, 7)]","['reason', 'reason', 'reason', 'reason']",test,body
675,966,"<para-body> <ac> As I have had many accounts in collection due to an identity theft , </ac> <ac> I have several different experiences with the "" validation "" process . </ac> <ac> My belief is that there is no rule defining exactly what documentation constitutes validation . </ac> <ac> As we know , if we dispute with the CRA and ask for a reinvestigation , all that will be done is the social security number will be matched and verified with the amount owed . </ac> <ac> It is a useless tool and a waste of the consumer ' s time . </ac> <ac> Asking for validation with a collection agency is almost as useless . </ac> <ac> This is because current laws suggest that the collection agency provide the consumer with information "" such as "" the name and address of the original creditor , and the amount owed . </ac> <ac> This does not prove a debt is still owed , and to whom it is owed . </ac> <ac> If we are going to allow companies to buy debts for amounts as low as pennies on the dollar , then the burden of proof MUST lie with the collection agency . </ac> <ac> As they are in the business of collecting debts , </ac> <ac> they are given all information regarding payment history , original contracts , methods of prior payment , and all personal information relating to the consumer . </ac> <ac> For far too long the consumer has been at the mercy of the collection agency . </ac> <ac> We are forced to send proof of our identity , current mailing address , phone number , etc . as well as all documentation we have regarding the account that would show an error has been made . </ac> <ac> The collection agency has this information readily available . </ac> <ac> And if they do not , the account should be permanently deleted . </ac> <ac> If the collection agency cannot produce documentation from the original creditor including ( 1 ) a contract ( 2 ) payment history from original creditor if any ( 3 ) proper identification of the consumer ( 4 ) proof of purchase of the debt ( 5 ) proof they are legally able to collect on the debt in the consumer ' s state - then there should be laws in place that prevent the debt from being reported . </ac> <ac> In most cases , it is being reported from the original creditor already . </ac> <ac> And if it isn ' t , this should be a red flag to CRA ' s that the debt is not valid . </ac> <ac> Collection agencies must be able to show proof that a collection notice was sent , </ac> <ac> and they should be required to provide the same proof a consumer must provide to prove a dispute was sent ( CMRR ) . </ac> <ac> If it is required of the consumer , it should be required of all . </ac> <ac> A debt should be considered validated only when all of these conditions have been met . </ac> <ac> Without these safeguards , a consumer could end up paying a debt they do not owe . </ac> <ac> It happens all the time . </ac> <ac> How many stories have you heard of collection agencies voluntarily providing any information to a consumer before demanding money ? </ac> <ac> They don ' t . </ac> <ac> Enough is enough . </ac> <ac> Take the burden of proof off the consumer and place it with the party that legally owns the debt . </ac> </para-body>","[(1, 16), (17, 30), (31, 47), (48, 85), (86, 102), (103, 116), (117, 151), (152, 170), (171, 204), (205, 216), (217, 244), (245, 262), (263, 302), (303, 313), (314, 328), (329, 409), (410, 425), (426, 451), (452, 468), (469, 494), (495, 511), (512, 529), (530, 548), (549, 556), (557, 578), (579, 585), (586, 591), (592, 613)]","['testimony', 'testimony', 'value', 'value', 'value', 'value', 'fact', 'value', 'policy', 'fact', 'fact', 'value', 'fact', 'fact', 'policy', 'policy', 'fact', 'policy', 'policy', 'policy', 'policy', 'policy', 'value', 'value', 'value', 'fact', 'value', 'policy']","[(1, 0), (4, 3), (5, 6), (5, 7), (10, 9), (11, 12), (19, 20), (21, 22)]","['reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason']",test,body
676,978,<para-body> <ac> They didn ' t say a thing about it . </ac> <ac> They contacted him via phone </ac> <ac> since he was homeless at the time and told him they were taking him to court . </ac> <ac> They didn ' t even tell him which debt it was for initially . </ac> </para-body>,"[(1, 12), (13, 19), (20, 38), (39, 54)]","['testimony', 'testimony', 'testimony', 'testimony']","[(1, 2)]",['reason'],test,body
677,984,"<para-body> <ac> My concern about a "" reasonable "" investigation is that it is so subjective . </ac> <ac> It opens the collector up to an entirely new avenue of prosecution . </ac> <ac> It is unlikely that a consumer and collector are ever going to agree on what is "" reasonable "" . </ac> <ac> As it stands now courts have steadfastly maintained that collectors are allowed to rely on information given to them by their clients : ie : a debt for an amount stated against consumer so and so . </ac> <ac> Beyond that the consumer and the collector have the ability to ask a third party , a judge , to make a determination . </ac> <ac> By all appearances the FTC and the CFPB would place this burden directly on the collector , with predictable results : more needless litigation over the process and less resolution regarding the debt itself . </ac> <ac> One alternative might be for the rule to state a set formula for verification along with the proviso that if the collector follows it they are provided a safe harbor from litigation . </ac> <ac> However the myriad possibilities for reasonable investigation probably preclude anything so simple . </ac> <ac> In the end I think it is still a judges purvey to make the final determination . </ac> </para-body>","[(1, 17), (18, 32), (33, 54), (55, 93), (94, 119), (120, 156), (157, 191), (192, 206), (207, 225)]","['value', 'value', 'value', 'fact', 'fact', 'value', 'policy', 'value', 'value']","[(0, 1), (1, 2), (0, 2)]","['reason', 'reason', 'reason']",test,body
678,986,"<para-body> <ac> As a former bill collector for over 17 years there are alot of ways the industry needs to be cleaned up . </ac> <ac> I do believe that a debtor should be informed of when a debt is transfered from original creditor to a collector and whether or not that collection agency purchased the debt or if the agency is contracted by the original creditor to collect the debt . </ac> <ac> There is a big misconception that I see being made in most of these comments that everything is "" purchased "" which is far from the truth ! </ac> <ac> I personally have not and would not work for an agency that purchased debt , </ac> <ac> because I know and have heard the horror stories of not only how they treat the debtor but also how the business as a whole treats the collector . </ac> </para-body>","[(1, 24), (25, 72), (73, 102), (103, 119), (120, 150)]","['value', 'policy', 'value', 'testimony', 'value']","[(3, 4)]",['reason'],test,body
679,1005,"<para-body> <ac> Owing to the inherently non - private nature of the internet , </ac> <ac> NOTHING should be sent electronically . </ac> <ac> There is absolutely nothing wrong with continuing the use of the US Mail . </ac> <ac> However , the consumer should be free to allow the use of specific electronic communications , if they deem it proper . </ac> <ac> However , that should be specific ; </ac> <ac> so that a collector cannot use Facebook , twitter , etc ; only the specified means . </ac> </para-body>","[(1, 14), (15, 22), (23, 38), (39, 62), (63, 71), (72, 90)]","['value', 'policy', 'value', 'policy', 'policy', 'value']","[(1, 0), (4, 5)]","['reason', 'reason']",test,body
680,1016,"<para-body> <ac> I think the Massachusetts rule is a positive step in the right direction , and would be better than the current situation . </ac> <ac> However , for those debtors who truly cannot pay at all , due to a serious adverse life event , such as the loss of a job due to a medical disability , their situation is not likely to change from week to week . </ac> <ac> For example , most disability insurance companies only require a patient ' s doctor to submit a re - certification of the patient ' s medical disability every 3 , 6 , or 12 months . </ac> <ac> In essence , the debt collector would be acting as a sort of medical re - certification investigator twice a week , which is unnecessary , burdensome on both debtor and collector , and potentially harassing . </ac> </para-body>","[(1, 25), (26, 72), (73, 110), (111, 149)]","['value', 'value', 'fact', 'value']",[],[],test,body
681,1019,"<para-body> <ac> Debt Neutrality Petition , you have made a lot of arguments in this thread about "" involuntary "" defaulters . </ac> <ac> However , the law doesn ' t make that distinction . </ac> <ac> Financial hardship is not a defense to someone ' s failure to repay a debt that he or she promised to </ac> </para-body>","[(1, 22), (23, 35), (36, 58)]","['fact', 'fact', 'value']","[(1, 2)]",['reason'],test,body
682,1030,"<para-body> <ac> Preserving the industry DOES protect consumers . </ac> <ac> If there isn ' t a lawful and enforceable way of collecting money that is owed , then future consumers will pay the price in increased cost for credit , or denial of credit entirely due to risk . </ac> </para-body>","[(1, 9), (10, 50)]","['value', 'value']","[(0, 1)]",['reason'],test,body
683,1044,"<para-body> <ac> If consumers can receive phone calls on Sundays , there ' s no reason for them to not accept emails . </ac> <ac> Controlling which messages you get and how they are routed and presented to you , including what alerts or sounds they make when received , is only possible with email . </ac> <ac> Email is far superior to any other communication medium . </ac> </para-body>","[(1, 23), (24, 56), (57, 68)]","['value', 'fact', 'value']","[(2, 1)]",['reason'],test,body
684,1084,"<para-body> <ac> These so called free - to - end - user alternatives ( if allowed to be used ) also need to be regulated . </ac> <ac> There are huge privacy concerns at stake here . </ac> <ac> My friend started texting me on a free texting app , </ac> <ac> and then all of a sudden I was begging to be bombarded by SPAM text and SPAM phone calls . </ac> <ac> I can ' t be certain that the Free Text App that my friend was using was selling my phone number to other people , </ac> <ac> but it was a massive coincidence . </ac> <ac> Why else are these text apps free ? </ac> <ac> How do they make their money ( besides a few embedded ads ) ? </ac> <ac> Of course these people are selling phone numbers . </ac> <ac> My privacy is not for sell . </ac> <ac> Nor is my phone number . </ac> <ac> The CFPB needs to really think about these so called free - to - end user alternatives and what sort of privacy practices these companies are engaging in , if any . </ac> </para-body>","[(1, 26), (27, 37), (38, 50), (51, 72), (73, 99), (100, 108), (109, 118), (119, 134), (135, 145), (146, 154), (155, 162), (163, 196)]","['policy', 'value', 'testimony', 'testimony', 'value', 'value', 'value', 'value', 'fact', 'value', 'value', 'policy']",[],[],test,body
685,1087,"<para-body> <ac> Providing too much information in the first notice creates a risk of divulging sensitive personal information to the person who now lives where the actual debtor used to . </ac> <ac> I do think that providing the chain of ownership information ( especially original creditor ) should be provided for sold debts . </ac> <ac> When it comes to medical debts , HIPPA becomes another concern . </ac> <ac> Therefore , specific info on medical debts should only be provided AFTER the collector has verified that they are communicating with the proper party . </ac> </para-body>","[(1, 31), (32, 55), (56, 69), (70, 96)]","['value', 'policy', 'value', 'policy']","[(1, 0), (3, 2)]","['reason', 'reason']",test,body
686,1092,<para-body> <ac> I had a debt collector tell me they told me that if I ' d make a payment right then they ' d make a payment plan . </ac> <ac> This was an Amercian Express collector . </ac> <ac> Once I made the payment they said they ' re supervisor would have to approve it and they weren ' t there . But that she would call back at 7pm MST to make the arrangement . </ac> <ac> Needless to say no one called back </ac> <ac> and American Express would not make arrangements with me </ac> <ac> because they said I was able to pay that amount so I shouldn ' t need arrangements . </ac> <ac> I was so dumbfounded by the collection practices of American Express . </ac> <ac> It was from their internal collections department . </ac> </para-body>,"[(1, 30), (31, 39), (40, 78), (79, 87), (88, 98), (99, 118), (119, 132), (133, 142)]","['testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'testimony']","[(4, 5)]",['reason'],test,body
687,1093,"<para-body> <ac> The CFPB should clarify whether "" verify "" means verify that you are a legitimate collection agency ( not a scam ) OR does it mean to prove the legitimacy of the account relative to the debtor ' s objections . </ac> <ac> If is the former , some basic information relative to the account - - contract , itemized statements , or any other identifying information that only the creditor would have access to would suffice . </ac> <ac> If CFPB wants "" verify "" to answer every single objection a debtor can cook up , a collector could never move forward without spending hundreds of hours normally reserved for litigation . </ac> <ac> As to a time frame on answering , I think the current system of stopping collection action until verification is provided is appropriate . </ac> <ac> Normally , sending the information to the debtor is not the hard part . </ac> <ac> Getting the info from the creditor and then circling back around to this particular account is what takes the time . </ac> <ac> I don ' t think disputes should be limited to the first 30 days , but should be prohibited once suit has been filed . </ac> <ac> The Court rules and discovery process provide the debtor all the access to this information they could ever need or want </ac> <ac> and the provide this access under pretty strict penalties from the Court if the creditor / plaintiff does not provide the info requested . </ac> </para-body>","[(1, 43), (44, 80), (81, 115), (116, 141), (142, 157), (158, 180), (181, 207), (208, 230), (231, 256)]","['policy', 'value', 'value', 'value', 'value', 'value', 'policy', 'value', 'value']",[],[],test,body
688,1094,"<para-body> <ac> I have a hard time believing that a debt collection company "" treat [ s ] EVERY dispute the same "" </ac> <ac> when debt collectors seem to blatantly disregard a dispute that has the appearance of being "" copied directly from the internet . "" </ac> <ac> Consumer advocates are trying to educate consumers , debtors , and alleged debtors with information on how to handle debt collectors or how to handle their particular situation . </ac> <ac> We are try to give them relevant links to FDCPA , FCRA , HIPPA , and various form letters that can help them communicate with debt collectors . </ac> <ac> There is nothing wrong with form letters . </ac> <ac> But there is everything wrong with debt collectors disregaring certain letters just because they don ' t like that it came from a consumer advocate source . </ac> <ac> Debt collectors operating legally and with nothing to hide should never treat form letters as something to throw in the trash . </ac> <ac> You seem to be saying that debt collectors will only want to communicate with consumers who are misinformed and don ' t know what their rights are , rather than communicate with a consumer who knows the laws and the appropriate ways to address a letter of dispute . </ac> </para-body>","[(1, 23), (24, 48), (49, 79), (80, 109), (110, 119), (120, 148), (149, 172), (173, 223)]","['value', 'value', 'value', 'value', 'value', 'value', 'policy', 'value']","[(6, 5)]",['reason'],test,body
689,1099,"<para-body> <ac> A collector contacting a consumer via email , voice mail , or text message should identify themselves and say what they are calling about ( e . g . overdue ABC account ) without details of amount , account # , etc . </ac> <ac> So what if a third party might possibly conclude this person has debt ? Without details they still don ' t know anything . </ac> <ac> I personally never return any calls about "" an important business matter "" : </ac> <ac> if you don ' t tell me who you are or what you are calling about , I consider it spam . </ac> <ac> If you call in good faith to clear up an outstanding balance for ABC company , then you should say so . </ac> <ac> It ' s the ones that are trying to scam consumers that give as little detail as possible in hope that someone panics and fills in the blanks for them . </ac> </para-body>","[(1, 45), (46, 71), (72, 87), (88, 111), (112, 135), (136, 168)]","['policy', 'value', 'testimony', 'value', 'policy', 'value']","[(0, 1), (2, 3)]","['reason', 'reason']",test,body
690,1108,<para-body> <ac> it should be a fdcpa violation to spoof a debt collector ' s phone number on the caller ID . </ac> <ac> Either no number on the caller ID or a number linked back to the collection agency . </ac> </para-body>,"[(1, 22), (23, 41)]","['policy', 'policy']",[],[],test,body
691,1113,"<para-body> <ac> paythefiddler , It ' s not just innocent family members that debt collectors go after , it ' s also perfect strangers . </ac> <ac> I have a common last name , no debts , and have been the target of many debt collectors . </ac> <ac> All of the deadbeats have had my common last name and first initial . </ac> <ac> Once a debt collector has me on their hit list , they don ' t stop calling until I sent them a cease - communication letter . </ac> <ac> They want me to pay the debt to get them to stop . </ac> </para-body>","[(1, 25), (26, 47), (48, 63), (64, 92), (93, 107)]","['fact', 'testimony', 'testimony', 'testimony', 'value']","[(3, 4)]",['reason'],test,body
692,1122,<para-body> <ac> This is not an appropriate requirement </ac> <ac> because not all states have licensing or registration for debt collectors . </ac> </para-body>,"[(1, 8), (9, 22)]","['value', 'fact']","[(0, 1)]",['reason'],test,body
693,1123,"<para-body> <ac> But they also can ' t send you a signed paper for something you agreed to online , or over the phone . </ac> <ac> So few people actually put a pen to paper these days to sign a formal written agreement . </ac> <ac> So that ' s an unfair requirement when it doesn ' t always exist . </ac> </para-body>","[(1, 25), (26, 45), (46, 62)]","['fact', 'value', 'value']","[(1, 0), (2, 1), (2, 0)]","['reason', 'reason', 'reason']",test,body
694,1132,"<para-body> <ac> New rules should allow consumers to resolve , discuss , or negotiate the matter strictly with the creditor . </ac> <ac> In other words , consumers should be told that they can refuse to speak to debt collectors about their account ( s ) . </ac> </para-body>","[(1, 21), (22, 47)]","['policy', 'policy']",[],[],test,body
695,1135,"<para-body> <ac> When creditor or servicing company doesn ' t "" credit "" a payment after receiving it and then getter further proof but still puts the victim in arrears or foreclosure , there should be fines regardless of whether it is a "" mistake "" or "" criminal act . "" </ac> <ac> A grace period can be allowed </ac> <ac> but after that slap on the fines . and keep them coming every week they don ' t correct their problem . </ac> <ac> Basically by not crediting payment they are stealing that payment . </ac> <ac> This should apply to any "" mistakes "" or unethical practices such as deliberately or "" mistakenly "" changing around escrow , interest , principal , late fees , insurance and so forth to the profit of the collector . </ac> <ac> Heavy fines will take away the profit motive and such "" mistakes "" and unethical practices will greatly decrease . </ac> </para-body>","[(1, 52), (53, 60), (61, 84), (85, 97), (98, 139), (140, 161)]","['policy', 'value', 'policy', 'value', 'policy', 'value']","[(0, 3), (0, 5), (2, 3), (4, 5)]","['reason', 'reason', 'reason', 'reason']",test,body
696,1151,"<para-body> <ac> I also wanted to add that because debt collectors know they can hire robo service companies to false service , </ac> <ac> they aren ' t going to negotiate in good faith . </ac> <ac> Just as appalling for me was the judge agreeing that the one service I challenged was a false service , but allowing the case to go forward anyways . </ac> <ac> Sure , people can lie and say they were not served when they were served , </ac> <ac> but the very day I was in court contesting the service , a person who spoke before me made the comment that they found their service document on their door step when they got home . </ac> <ac> This means the servicers are lying in court documents , </ac> <ac> and nobody seems to care . </ac> <ac> I still want redress on these two cases , </ac> <ac> and I want to be able to file an errors and omissions claim with both debt collectors insurance company for lying on court documents . </ac> <ac> And if it is not a law , then isn ' t it time that debt collection companies carry errors and omissions insurance ? </ac> </para-body>","[(1, 22), (23, 35), (36, 66), (67, 84), (85, 122), (123, 134), (135, 142), (143, 153), (154, 180), (181, 206)]","['fact', 'value', 'value', 'value', 'testimony', 'fact', 'value', 'value', 'value', 'value']","[(1, 0), (5, 4)]","['reason', 'evidence']",test,body
697,1152,"<para-body> <ac> This is an awesome suggestion ! </ac> <ac> Your suggestion "" I don ' t think they should be allowed to call ANY number for more than 3 months without successful contact with the debtor "" is spot on ! </ac> <ac> And I can ' t believe that no one else has ever suggested this before . </ac> <ac> 3 months ( or whatever an appropriate time limit is ) would reduce the constant harassment that I and many other innocent parties receive . </ac> <ac> This morning I received an illegal phone call from a collector at 6 : 17 AM with a spoofed phone number for a person that I have never known and I have told these collectors this several times already . They have the wrong number . And I am tired of this . </ac> <ac> The CFPB should absolutely implement a rule that forces unsuccessful contact to 3 months . </ac> </para-body>","[(1, 8), (9, 42), (43, 60), (61, 87), (88, 142), (143, 159)]","['value', 'value', 'value', 'value', 'value', 'policy']","[(1, 3), (2, 1), (3, 4), (5, 3), (5, 4), (2, 3), (1, 4), (2, 4)]","['reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason']",test,body
698,1158,"<para-body> <ac> There ' s nothing in place for any of them , unless ( often several years down the road ) a judge decides to throw them out . </ac> <ac> This is yet another consequence of the litigious society in which we currently live . </ac> <ac> I don ' t have the answers , </ac> <ac> but it seems that someone in government or law should be able to do something about unscrupulous attorneys who create a claim out of thin air just to make a buck . </ac> </para-body>","[(1, 30), (31, 47), (48, 57), (58, 91)]","['value', 'value', 'value', 'value']",[],[],test,body
699,1159,<para-body> <ac> Not every debt collection agency is like that . </ac> <ac> The one I work for certainly isn ' t . </ac> </para-body>,"[(1, 11), (12, 23)]","['value', 'value']",[],[],test,body
700,1178,"<para-body> <ac> When anyone makes a demand for payment from another party , it is incumbent on that person to produce the evidence to support such demand and not up to the second party to produce evidence that he is not liable for such alleged debt . </ac> <ac> Otherwise , anyone can create trouble and misery for any person out of mischief , ill - intent or out to make some fast money for himself or even to defame the second party , </ac> <ac> as proper businesses are adverse to bad publicity . </ac> <ac> If the first party claims to represent a third party to collect debt for that third party , then the first party ( collector ) must produce evidence that he is authorized by the third party to collect a debt for the third party alone </ac> <ac> because anyone can claim to represent any party in an attempt to defraud the innocent second party . </ac> </para-body>","[(1, 47), (48, 84), (85, 95), (96, 142), (143, 162)]","['value', 'value', 'value', 'policy', 'value']","[(0, 1), (3, 4)]","['reason', 'reason']",test,body
701,1182,"<para-body> <ac> It is the responsibility of the creditor and debt collectors to report accurate information . </ac> <ac> Reporting accurate information has nothing to do with "" debt collectors who don ' t report to credit reporting agencies at all . "" </ac> <ac> If a debt collector reported accurately that the debt in question has not been paid , but now is , it is the responsibility of that debt collector to report the newly accurate information . </ac> <ac> As I too have noticed , some debt collectors will not accurately report updated information to the credit bureaus once they are paid . </ac> </para-body>","[(1, 17), (18, 43), (44, 80), (81, 106)]","['value', 'value', 'value', 'fact']",[],[],test,body
