essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,ac_types,ac_rel_targets,ac_rel_types,ac_rel_pairs
281,1561,prompt,<prompt> arts and public services are both important to the community and should be invested properly </prompt>,[],[],[],[],[],[],[]
281,1562,intro,"<para-intro> there has been wide opinion that government should invest more money on public services rather than arts such as music and theatre . however , in my perspective , <ac> both public services and arts worth investment </ac> . </para-intro>","[(24, 38)]","[(30, 38)]","[(24, 29)]",['MajorClaim'],[12],[],[]
281,1563,body,"<para-body> it is obvious axiomatic that <ac> indispensable public services like hospital and school worth every penny investing </ac> . <ac> investing in hospitals helps improve people ' s health , also , in schools assists with raising our children ' s education level </ac> . apparently <ac> if these facilities were not spent adequately , our standard of living would deteriorate </ac> . </para-body>","[(1, 18), (19, 44), (46, 62)]","[(6, 18), (20, 44), (47, 62)]","[(1, 5), (19, 19), (46, 46)]","['Claim', 'Premise', 'Premise']","[12, 0, 0]","['Support', 'Support']","[(0, 1), (0, 2)]"
281,1564,body,"<para-body> but <ac> our standard of living also depend on another factor - spiritual life which is related closely with arts </ac> . <ac> arts include many forms and music as well as cinema are the most typical </ac> . <ac> these two art forms not only provide the public with entertainment but also contribute significantly to the economy </ac> . <ac> the income of film and music industries produce millions of dollars each year for the goverment , for instance k - pop and hollywood , and these industries can not survive without goverment ' s financial assistance </ac> . </para-body>","[(1, 21), (22, 38), (39, 59), (60, 99)]","[(2, 21), (23, 38), (40, 59), (61, 99)]","[(1, 1), (22, 22), (39, 39), (60, 60)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
281,1565,conclusion,"<para-conclusion> the long and the short of it , <ac> both arts and public services are important to the community and should be invested properly </ac> . </para-conclusion>","[(1, 25)]","[(9, 25)]","[(1, 8)]",['MajorClaim'],[12],[],[]
282,1566,prompt,<prompt> modern technology has impacted the traditional cultures in both negative and positive ways </prompt>,[],[],[],[],[],[],[]
282,1567,intro,"<para-intro> nowadays , technology has been developing significantly , impacting many aspects of our life . while there is belief that technology advances means a lost in traditional cultures , i would argue that although <ac> the affect of technology on culture is undeniable , it has also contributed to the preservation of traditonal culture </ac> . </para-intro>","[(16, 55)]","[(35, 55)]","[(16, 34)]",['MajorClaim'],[12],[],[]
282,1568,body,"<para-body> <ac> thanks to modern technology , our life has been improved with many gadgets </ac> . <ac> the invention of mobile phone and internet has changed our traditional ways of communicating as well as working , it has also been much less labourous than in the pass with the assistance of electrical machineries </ac> . however , <ac> these newfangled practices has replaced many old traditional ones </ac> . for instance , <ac> factories equipped with new and highly - productive system has replaced old handmade products , the exchange of letters among friends is so hard to be seen as we have had emails and social network instead , new video games has superseded the old - physical ones </ac> . <ac> many old traditionally cultural things have long gone as a result of modern technology </ac> . </para-body>","[(0, 15), (16, 54), (56, 68), (70, 121), (122, 138)]","[(1, 15), (17, 54), (58, 68), (73, 121), (123, 138)]","[(0, 0), (16, 16), (56, 57), (70, 72), (122, 122)]","['Claim', 'Premise', 'Premise', 'Premise', 'Claim']","[12, 0, 4, 2, 12]","['Support', 'Support', 'Support']","[(0, 1), (4, 2), (2, 3)]"
282,1569,body,"<para-body> however , despite the drawback mentioned above , <ac> technology has also made some contributions to the maintenance and study of traditional cultures in some ways </ac> . <ac> internet has aided to assess the young generations to the cultural identity of many nations from all around the world </ac> . <ac> with the help of advanced methods , many art masterpiece has been well restorated and well preserved </ac> . <ac> modern devices also assist the scientists to study the ancient societies much more deeply , hence discovering more cultural traces </ac> . </para-body>","[(1, 27), (28, 50), (51, 70), (71, 93)]","[(9, 27), (29, 50), (52, 70), (72, 93)]","[(1, 8), (28, 28), (51, 51), (71, 71)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
282,1570,conclusion,"<para-conclusion> to give a brief conclusion , <ac> modern technogy has impacted the traditional cultures in both negative and positive ways </ac> . </para-conclusion>","[(1, 21)]","[(7, 21)]","[(1, 6)]",['MajorClaim'],[12],[],[]
283,1571,prompt,"<prompt> drugs , alcohol and messy sex lives </prompt>",[],[],[],[],[],[],[]
283,1572,intro,"<para-intro> celebrities , for example movie stars , are usually seen on media living a luxury life or having a new girlfriend , etc . it is human nature that people , especially youngsters , are attracted to the celebrities they favour , and that is why the media prefer to cover as much news of the celebrities as possible . but i tend to think that <ac> this is a worrying tread which has negative impact on children </ac> . </para-intro>","[(61, 79)]","[(67, 79)]","[(61, 66)]",['MajorClaim'],[12],[],[]
283,1573,body,"<para-body> <ac> the first impression of the celebrities seems that they are rich while not having to work hard </ac> . <ac> this gives children the idea that it is not necessary to study hard at school for a better career and earning a living </ac> . further more , <ac> they will not value other people ' s hard work and take everything for granted </ac> . </para-body>","[(0, 19), (20, 45), (47, 66)]","[(1, 19), (21, 45), (50, 66)]","[(0, 0), (20, 20), (47, 49)]","['Premise', 'Claim', 'Premise']","[1, 12, 1]","['Support', 'Support']","[(1, 0), (1, 2)]"
283,1574,body,"<para-body> meanwhile , <ac> not all celebrities are role models </ac> . <ac> it is not uncommon to see on the media that some of them are committing to crimes or misbehaving such as being addicted to drugs or alcohols , having messy sex lives </ac> . worse still , <ac> without proper parenting , children may perceive that this is the cool life people are supposed to be living </ac> . </para-body>","[(1, 10), (11, 45), (47, 70)]","[(3, 10), (12, 45), (50, 70)]","[(1, 2), (11, 11), (47, 49)]","['Premise', 'Premise', 'Claim']","[2, 2, 12]","['Support', 'Support']","[(2, 0), (2, 1)]"
283,1575,body,"<para-body> of course , <ac> some celebrities , e . g . writers , passionate entrepreneurs are good examples to children </ac> for <ac> they share fascinating stories or how to pursue their goal by doing something that has a meaning to them and may change the world </ac> . </para-body>","[(1, 21), (22, 48)]","[(4, 21), (23, 48)]","[(1, 3), (22, 22)]","['Claim', 'Premise']","[12, 0]",['Support'],"[(0, 1)]"
283,1576,conclusion,"<para-conclusion> in conclusion , <ac> media should shift its focus from covering celebrities to elsewhere </ac> . meanwhile , children ' s access to the celebrities news on the media should be restricted and they should study only from the celebrities who can act positively . </para-conclusion>","[(1, 15)]","[(4, 15)]","[(1, 3)]",['MajorClaim'],[12],[],[]
284,1577,prompt,<prompt> fatherhood should be as present as motherhood in a child ' s life starting from the the birth </prompt>,[],[],[],[],[],[],[]
284,1578,intro,"<para-intro> in today ' s world , having and raising children can be a very difficult task for families , the smallest component of the society . while mother ' s role is essential in a child ' s life , i completely agree with the idea that <ac> fatherhood is a as vital part of a healty parantage as much as motherhood </ac> . </para-intro>","[(27, 63)]","[(48, 63)]","[(27, 47)]",['MajorClaim'],[12],[],[]
284,1579,body,"<para-body> <ac> the first reason why the father ' s role should be equal to the mother ' s role is the nature of parantage </ac> . in my view , <ac> the role models within a family play a significant role in the development of the child ' s characteristics </ac> . for example , <ac> in a traditional turkish family , while a mother has a sincere and thoughtful approach to the child , a father role must be present as authoritarian and conversative to raise a well - behaved child </ac> . </para-body>","[(0, 25), (27, 51), (53, 93)]","[(1, 25), (31, 51), (56, 93)]","[(0, 0), (27, 30), (53, 55)]","['Claim', 'Premise', 'Premise']","[12, 0, 1]","['Support', 'Support']","[(0, 1), (1, 2)]"
284,1580,body,"<para-body> <ac> the second reason why i believe that fatherood is as important as motherhood is the dynamics of the relationships today </ac> . in my opinion , <ac> we are living in a society that puts a significant importance to gender equality in every aspect of the life , including relationships </ac> . for instance , <ac> a family formed by a woman with a housewife role who looks after the home and takes care of children and a man who brings money home can not be seen anymore in today ' s society </ac> . instead , <ac> all of the couple duties are performed equally and interchangeably by individuals </ac> . therefore , i believe that <ac> having and raising children should not be different than any other daily activity </ac> . </para-body>","[(0, 22), (24, 52), (54, 95), (97, 112), (114, 133)]","[(1, 22), (28, 52), (57, 95), (99, 112), (119, 133)]","[(0, 0), (24, 27), (54, 56), (97, 98), (114, 118)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 1, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (1, 2), (0, 3), (0, 4)]"
284,1581,conclusion,"<para-conclusion> in conclusion , <ac> fatherhood should be as present as motherhood in a child ' s life starting from the the birth due to providing appropriate parenthood and having healthy family relationships </ac> . </para-conclusion>","[(1, 33)]","[(4, 33)]","[(1, 3)]",['MajorClaim'],[12],[],[]
285,1582,prompt,<prompt> children should studying hard or playing sport ? both can improve their future </prompt>,[],[],[],[],[],[],[]
285,1583,intro,"<para-intro> some people believe that studying hard is essential part for children , otherwise others people think that playing sport is waste of time . in my point of view , <ac> both of studying hard and playing sports are part of life to children </ac> . </para-intro>","[(25, 45)]","[(31, 45)]","[(25, 30)]",['MajorClaim'],[12],[],[]
285,1584,body,"<para-body> on the other hand , <ac> studying hard will give children a better future </ac> . <ac> studying hard gives children with a plenty of knowledge and skills for their future </ac> . naturally , children will be growing up and looking for their job . for instance , <ac> children who always studying hard and getting high achievement , it will be easy to pass qualification for work and they are more likely to find great work at multinational company </ac> . <ac> if they working at multinational company as the result is they can earn higher salary </ac> . the message is <ac> when you always studying harder than others you will get best results </ac> . </para-body>","[(1, 15), (16, 32), (47, 82), (83, 100), (102, 118)]","[(6, 15), (17, 32), (50, 82), (84, 100), (105, 118)]","[(1, 5), (16, 16), (47, 49), (83, 83), (102, 104)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 2, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (2, 3), (0, 4)]"
285,1585,body,"<para-body> at the same time , <ac> playing sports will give good effects on children </ac> . there are many popular sports among children such as football , basketball , and volleyball . also , <ac> there are many benefit when children doing sport </ac> . firstly , <ac> children who always playing sport like football , they will be active as a person and learn to become team - player </ac> . <ac> it will be good for children </ac> , because <ac> indirectly they will learn how to socialize each other as a team </ac> . <ac> that will make children getting lots of friends </ac> , so <ac> they can contribute positively to community </ac> . secondly , <ac> playing sport makes children getting healthy and become children ' s well - being </ac> . </para-body>","[(1, 15), (33, 44), (46, 71), (72, 80), (81, 96), (97, 107), (108, 117), (119, 136)]","[(6, 15), (35, 44), (48, 71), (73, 80), (83, 96), (98, 107), (110, 117), (121, 136)]","[(1, 5), (33, 34), (46, 47), (72, 72), (81, 82), (97, 97), (108, 109), (119, 120)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 1, 1, 3, 6, 1, 1]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (1, 2), (1, 3), (3, 4), (6, 5), (1, 6), (1, 7)]"
285,1586,conclusion,"<para-conclusion> in conclusion , <ac> both studying hard at school and playing sports can improve children ' s future </ac> . </para-conclusion>","[(1, 19)]","[(4, 19)]","[(1, 3)]",['MajorClaim'],[12],[],[]
286,1587,prompt,<prompt> advance in transportation and communication like the airplane and the phone </prompt>,[],[],[],[],[],[],[]
286,1588,intro,"<para-intro> nowadays , everyone can see the effect of technology on their life , especially on the way of transportations and communications such as the airplane and the telephone . there are lots of other effects of growing technology on transportations and communications , which are mentioned as follows . </para-intro>",[],[],[],[],[],[],[]
286,1589,body,"<para-body> first and foremost , <ac> email can be count as one of the most beneficial results of modern technology </ac> . <ac> many years ago , peoples had to pay a great deal of money to post their letters , and their payements were related to the weight of their letters or boxes , and many accidents may cause problem that the post could not be delivered </ac> . but <ac> nowadays , all people can take advantage of internet to have their own email free , and send their emails to everyone in no time , besides they can be sure if their emails have been delivered or not </ac> . </para-body>","[(1, 20), (21, 68), (70, 111)]","[(5, 20), (22, 68), (71, 111)]","[(1, 4), (21, 21), (70, 70)]","['Claim', 'Premise', 'Premise']","[12, 0, 0]","['Support', 'Support']","[(0, 1), (0, 2)]"
286,1590,body,"<para-body> <ac> another important aspect on technology is transferring money </ac> . <ac> today , students can apply for foreign universities much easier than before </ac> . <ac> not only with the help of sending email , but also using credit cards to pay all necessary fees online </ac> . therefore , <ac> with the advent of internet and online paying systems , you can do many thing at your home easily </ac> . </para-body>","[(0, 10), (11, 25), (26, 48), (50, 72)]","[(1, 10), (12, 25), (27, 48), (52, 72)]","[(0, 0), (11, 11), (26, 26), (50, 51)]","['Premise', 'Premise', 'Premise', 'Claim']","[3, 3, 3, 12]","['Support', 'Support', 'Support']","[(3, 0), (3, 1), (3, 2)]"
286,1591,body,"<para-body> <ac> another technological innovations which help people around the world is related to medical equipments </ac> . <ac> biomedical engineers could make a significant effect on increasing life expectancy the world </ac> . for example , <ac> one of their inventions was related to artificial heart valves which can be count as a turning point in heart surgeries </ac> . <ac> in the past time doctors used pig heart ' s valve to implant , but the patient could not be alive more than 3 years after the replacement </ac> . <ac> but now , biomedical engineers can make artificial heart valves which works well and doctors can implant them easily </ac> . </para-body>","[(0, 16), (17, 32), (34, 59), (60, 90), (91, 112)]","[(1, 16), (18, 32), (37, 59), (61, 90), (92, 112)]","[(0, 0), (17, 17), (34, 36), (60, 60), (91, 91)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4)]"
286,1592,conclusion,"<para-conclusion> to sum up , <ac> technology has helped us to have more comfortable life </ac> . <ac> you can see its effects on transportation , communication , medicine and so forth </ac> . </para-conclusion>","[(1, 15), (16, 32)]","[(5, 15), (17, 32)]","[(1, 4), (16, 16)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
287,1593,prompt,<prompt> computer has negative effects to children </prompt>,[],[],[],[],[],[],[]
287,1594,intro,"<para-intro> nowadays , thanks to the development of technology , computer is now indispensable to life . some people think that computer is good for children and it should be used daily by children but some others think differently . in my opinion , the latter opinion is true . </para-intro>",[],[],[],[],[],[],[]
287,1595,body,"<para-body> first , <ac> using computer constantly has bad influence on children ' s eyes </ac> . <ac> when they concentrate on computer for too long , their eyes will get tired , which is the main reason for some eyes problems , typically shortsighted </ac> . </para-body>","[(1, 15), (16, 45)]","[(3, 15), (17, 45)]","[(1, 2), (16, 16)]","['Claim', 'Premise']","[12, 0]",['Support'],"[(0, 1)]"
287,1596,body,"<para-body> moreover , <ac> children who play games too much on computer can seriously lack communicating skills </ac> , <ac> they will know little about the outside life </ac> . it is a well - known fact that <ac> people who are addicted to games , especially online games , can eventually bear dangerous consequences </ac> . for instance , <ac> several teenagers play games without rest , which leads to health depression </ac> , <ac> a typical example is the death of korean gamer , who had a non - stop playing for 3 days </ac> . </para-body>","[(1, 17), (18, 28), (30, 55), (57, 73), (74, 96)]","[(3, 17), (19, 28), (38, 55), (60, 73), (75, 96)]","[(1, 2), (18, 18), (30, 37), (57, 59), (74, 74)]","['Premise', 'Premise', 'Claim', 'Premise', 'Premise']","[2, 0, 12, 2, 3]","['Support', 'Support', 'Support', 'Support']","[(2, 0), (0, 1), (2, 3), (3, 4)]"
287,1597,body,"<para-body> finally , <ac> even people who are not interested in online game can still be negatively affected by using computer too much </ac> . <ac> some social surveys have shown that a few children use computer for studying purpose , most of them are attracted by facebook , blog , etc . instead </ac> . due to this neglect , <ac> they will have a bad result in school </ac> because <ac> when they can not live without internet , they will have no time for their studying </ac> . </para-body>","[(1, 23), (24, 54), (56, 70), (71, 89)]","[(3, 23), (25, 54), (61, 70), (72, 89)]","[(1, 2), (24, 24), (56, 60), (71, 71)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 1, 2]","['Support', 'Support', 'Support']","[(0, 1), (1, 2), (2, 3)]"
287,1598,conclusion,"<para-conclusion> in conclusion , although <ac> it is undeniable that computer is a crucial part of human life </ac> , <ac> it still has its bad side , especially for children </ac> . people should learn how to use it properly to make it an effective tool because computer should be used not only for entertaining but also for working and studying purpose . </para-conclusion>","[(1, 18), (19, 31)]","[(5, 18), (20, 31)]","[(1, 4), (19, 19)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
288,1599,prompt,"<prompt> sporting events easing international tensions , releasing patriotic feelings </prompt>",[],[],[],[],[],[],[]
288,1600,intro,"<para-intro> for most folks on earth , the need to gather in one place , and enjoy competition with other talented people from different cultures through popular games has always been a strong motivation . this trend is so deeply engraved in people ' s mind that the organisation of such events continue to be planned , even when some participants are facing grievous social problems . it is agreed that <ac> large scale sports games make people focus on attractive contests instead of international disputes , and help them being proud of their nation </ac> . this will be proved by analysing how sports events may be an important link to the peace , and by how they encourage people to display their national symbols . </para-intro>","[(67, 95)]","[(71, 95)]","[(67, 70)]",['MajorClaim'],[12],[],[]
288,1601,body,"<para-body> firstly , <ac> during times of war , people living in badly affected countries can forget about the gloomy environment and maintain a link with the rest of the world by listening to international sports event </ac> . for example , <ac> when irak was hardly struck by the second gulf war , its citizens tried to catch any incoming news about the footballworld cup through their portable receivers </ac> . this clearly shows that <ac> international sports competitions encourage people and put pressure on them to come back , sooner or later , to a relative peaceful normality </ac> . thus , <ac> world sports events strongly participate in eventually pulling back people towards friendship and peace </ac> . </para-body>","[(1, 37), (39, 70), (72, 100), (102, 119)]","[(3, 37), (42, 70), (76, 100), (104, 119)]","[(1, 2), (39, 41), (72, 75), (102, 103)]","['Premise', 'Premise', 'Premise', 'Claim']","[3, 0, 0, 12]","['Support', 'Support', 'Support']","[(3, 0), (0, 1), (0, 2)]"
288,1602,body,"<para-body> secondly , <ac> these sporting occasions are a good opportunity for people to be proud of their country </ac> . for instance , <ac> when the football world cup was organised in south africa , its citizens filled up the stadiums , cheered and waved national flags to support their national team on the field </ac> . <ac> south african national and traditional songs were played in the streets throughout the night </ac> . <ac> this example demonstrates how people might take numerous elements from their roots and history to proudly display them while supporting their team </ac> . as a result , <ac> it is clear that people can freely express their patriotic feelings during international sports events </ac> . </para-body>","[(1, 19), (21, 56), (57, 73), (74, 98), (100, 120)]","[(3, 19), (24, 56), (58, 73), (75, 98), (104, 120)]","[(1, 2), (21, 23), (57, 57), (74, 74), (100, 103)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[4, 4, 4, 4, 12]","['Support', 'Support', 'Support', 'Support']","[(4, 0), (4, 1), (4, 2), (4, 3)]"
288,1603,conclusion,"<para-conclusion> in conclusion , after analysing the effects of world games both for countries at war and for organising countries , <ac> it is clear that they not only constitute a tremendous appeal towards a peaceful society , but also guide the public demonstrations of national proudness </ac> . <ac> this has been true for centuries and will certainly not change in the foreseeable future </ac> . </para-conclusion>","[(1, 47), (48, 65)]","[(21, 47), (49, 65)]","[(1, 20), (48, 48)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
289,1604,prompt,<prompt> should governments be responsible to help the unemployed and homeless </prompt>,[],[],[],[],[],[],[]
289,1605,intro,"<para-intro> unemployment is clearly a global problem , be it in developed countries or developing ones . however , i tend to believe <ac> it is the responsibility of these disadvantaged citizens , rather than the government , to help them out </ac> . </para-intro>","[(17, 42)]","[(23, 42)]","[(17, 22)]",['MajorClaim'],[12],[],[]
289,1606,body,"<para-body> <ac> government money should be spent on publicly beneficial programs only </ac> . <ac> tax revenue is collected from those who works </ac> . <ac> spending them on helping those not make contribution to society would not sound fair to tax payers </ac> . besides , <ac> there are other pressing demands on the government expenditure , such as health care service and education </ac> , so <ac> addressing unemployment should have low priority </ac> . </para-body>","[(0, 12), (13, 23), (24, 43), (45, 65), (66, 75)]","[(1, 12), (14, 23), (25, 43), (47, 65), (68, 75)]","[(0, 0), (13, 13), (24, 24), (45, 46), (66, 67)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 4, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (4, 3), (0, 4)]"
289,1607,body,"<para-body> also , it is obvious that , <ac> to survive in this competitive world , one has to work hard and equip themselves well </ac> . <ac> if they could get free financial help from the government , they might end up with out any motivation to work at all </ac> . </para-body>","[(1, 25), (26, 51)]","[(8, 25), (27, 51)]","[(1, 7), (26, 26)]","['Claim', 'Premise']","[12, 0]",['Support'],"[(0, 1)]"
289,1608,body,"<para-body> of course , <ac> this does not mean we should leave alone those who do need assistance </ac> . <ac> they are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support </ac> . in this case , <ac> the government ought to set up free vocational trainings or to provide interest - free bank loans for them , so that they can have the chance to get back to work </ac> . after all , <ac> it is beneficial to the society as a whole when the jobless can make contribution again </ac> . </para-body>","[(1, 18), (19, 42), (44, 81), (83, 103)]","[(4, 18), (20, 42), (48, 81), (86, 103)]","[(1, 3), (19, 19), (44, 47), (83, 85)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
289,1609,conclusion,"<para-conclusion> in conclusion , my point of view is that , although <ac> the government should provide help for the disadvantaged people </ac> , <ac> direct financial support may not be a wise option and people should rely on themselves to get out of the adversity </ac> . </para-conclusion>","[(1, 22), (23, 46)]","[(12, 22), (24, 46)]","[(1, 11), (23, 23)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
290,1610,prompt,<prompt> humans should be able to use animals for their own benefit ? </prompt>,[],[],[],[],[],[],[]
290,1611,intro,"<para-intro> man has dominated all his fellow beings on earth because of his superior brain . he has domesticated a large number of animals and birds and makes use of them to make life easier and convenient for himself . many people encourage the use of animals for their personal needs , while others are concerned that animals should not be misused . this essay will discuss some arguments for and against animal domestication . </para-intro>",[],[],[],[],[],[],[]
290,1612,body,"<para-body> <ac> human being has driven many animals for their personal use such as , cows and other milch animals for yielding milk from them </ac> . <ac> likewise , other animals such as , horses , cattles and donkeys for farming , agriculture and as a mode of transportation </ac> . <ac> many people keep pets like dogs and cats , trained them as service dogs and snuffing dogs which are very helpful to police force and even to some blind peoples </ac> . <ac> they are kept for security purposes in houses </ac> . </para-body>","[(0, 25), (26, 50), (51, 83), (84, 94)]","[(1, 25), (27, 50), (52, 83), (85, 94)]","[(0, 0), (26, 26), (51, 51), (84, 84)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
290,1613,body,"<para-body> on the other hand , <ac> many farmers and owners exploit animals beyond their limits </ac> . for instance , <ac> cows are often injected by oxytocin , a hormone which is used to forcibly increase lactation </ac> . <ac> this in turn , causes lots of discomfort and pain to the cattle </ac> . furthermore , <ac> thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products </ac> . <ac> another example of this is cage farming which is against animal rights </ac> . <ac> many other practices like , equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster </ac> . <ac> and above all pleasure hunting of defenseless animals </ac> . </para-body>","[(1, 16), (18, 38), (39, 54), (56, 78), (79, 93), (94, 120), (121, 131)]","[(6, 16), (21, 38), (40, 54), (58, 78), (80, 93), (95, 120), (122, 131)]","[(1, 5), (18, 20), (39, 39), (56, 57), (79, 79), (94, 94), (121, 121)]","['Claim', 'Premise', 'Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 12, 0, 0, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 6)]"
290,1614,conclusion,"<para-conclusion> from my prospective , <ac> human being should behave as a guardian to animals rather than as their lord or masters </ac> . <ac> animal rights are meant to set limits on human behavior </ac> and manipulation of them should be punished as a serious crime . </para-conclusion>","[(1, 22), (23, 35)]","[(5, 22), (24, 35)]","[(1, 4), (23, 23)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
291,1615,prompt,<prompt> museums and art galleries will disappear soon ? </prompt>,[],[],[],[],[],[],[]
291,1616,intro,"<para-intro> it is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology ; therefore , some people think museums and art galleries will disappear soon . although modern technology make it possible , i still believe <ac> some museums and art galleries will not disappear </ac> . </para-intro>","[(37, 56)]","[(47, 56)]","[(37, 46)]",['MajorClaim'],[12],[],[]
291,1617,body,"<para-body> on the one hand , <ac> technology indeed simplifies people ' s life all the time </ac> . obviously , <ac> people who watch exhibitions on tv or internet at home , save the time and money on the road , which is increasingly significant particularly to people in modern society </ac> . however , <ac> in accordance with recent research , experts suggest the lifestyle of individuals in modern society is unhealthy </ac> because <ac> they lack of physical exercise and face - to - face communication </ac> . </para-body>","[(1, 17), (19, 52), (54, 74), (75, 89)]","[(6, 17), (21, 52), (56, 74), (76, 89)]","[(1, 5), (19, 20), (54, 55), (75, 75)]","['Premise', 'Claim', 'Premise', 'Premise']","[1, 12, 1, 2]","['Support', 'Attack', 'Support']","[(1, 0), (1, 2), (2, 3)]"
291,1618,body,"<para-body> on the other hand , <ac> the importance of museums and art galleries is plain in terms of education and culture </ac> . first of all , <ac> authentic exhibits cannot be completely displayed only by images and videos </ac> . <ac> it is like travelling to a place is much better than viewing the landscape of that place on tv or photos , so the best method to learn one thing is to experience it </ac> . furthermore , <ac> museums and art galleries preserve some culture heritages </ac> ; therefore , <ac> these buildings will not disappear unless people abandon their culture </ac> . </para-body>","[(1, 22), (24, 40), (41, 77), (79, 90), (91, 105)]","[(6, 22), (28, 40), (42, 77), (81, 90), (94, 105)]","[(1, 5), (24, 27), (41, 41), (79, 80), (91, 93)]","['Claim', 'Premise', 'Premise', 'Premise', 'Claim']","[12, 0, 0, 4, 12]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (4, 3)]"
291,1619,conclusion,"<para-conclusion> in conclusion , i admit that <ac> modern technology has provided a more convenient and comfortable manner for people to watch exhibitions </ac> , but <ac> museums and art galleries are necessary to be preserved for its importance of education and culture </ac> . </para-conclusion>","[(1, 23), (24, 43)]","[(7, 23), (26, 43)]","[(1, 6), (24, 25)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
292,1620,prompt,<prompt> keeping animals in zoos </prompt>,[],[],[],[],[],[],[]
292,1621,intro,"<para-intro> since the time they were introduced zoos have both been supported and criticized . many believe that zoos could be very entertaining and ecologically important , whereas , others think that keeping animals in captivity is totally wrong . both sides will be discussed before a reasonable conclusion is drawn . </para-intro>",[],[],[],[],[],[],[]
292,1622,body,"<para-body> first , critics of zoology argue that <ac> keeping animals in captivity is wrong </ac> because <ac> animals should be considered non - human persons and they should have the right of having freedom </ac> . <ac> this is so unfair for them to be taken out of their natural environment and to be kept in small enclosures </ac> . that is because , <ac> many zoos , especially the ones in developing countries , do not provide care and attention which their animals require </ac> . <ac> the animals are often undernourished and do not have sufficient quality and quantity of medical treatment </ac> . in addition , <ac> sometimes animals from hot countries have to survive in the cold winter of somewhere in europe </ac> . </para-body>","[(1, 15), (16, 35), (36, 59), (61, 86), (87, 105), (107, 127)]","[(8, 15), (17, 35), (37, 59), (65, 86), (88, 105), (110, 127)]","[(1, 7), (16, 16), (36, 36), (61, 64), (87, 87), (107, 109)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 2, 0, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (2, 3), (0, 4), (0, 5)]"
